时间,开盘,收盘,最低,最高,涨跌,涨幅,成交量,成交额/万元,MA5,MA10,MA20,sema,lema,diff,dea,macd
2019-08-02,1.438,1.445,1.429,1.446,-0.005,-0.34,5267,758635.0,1.4510000000000005,1.4343999999999997,1.4147999999999996,1.4341205929396867,1.41372700649744,0.020393586442246647,0.01767837564390673,0.005430421596679835
2019-08-05,1.440,1.425,1.423,1.458,-0.020,-1.38,9429,1356129.0,1.4476000000000007,1.4390999999999996,1.4176499999999996,1.4327174164108685,1.414565330825047,0.018152085585821487,0.017773117642267175,0.0007579358871086239
2019-08-06,1.420,1.405,1.387,1.420,-0.020,-1.40,11055,1549000.0,1.4368000000000005,1.4400999999999997,1.4193999999999998,1.4284531769417954,1.4138542054693475,0.01459897147244793,0.017138288354819065,-0.005078633764742269
2019-08-07,1.427,1.406,1.403,1.427,0.001,0.07,4225,594334.0,1.4262000000000008,1.4388999999999998,1.4202499999999998,1.42499882724963,1.4132704496840816,0.011728377565548342,0.016056306124039462,-0.00865585711698224
2019-08-08,1.412,1.430,1.408,1.432,0.024,1.71,6065,862171.0,1.4222000000000006,1.4368999999999998,1.4224999999999997,1.4257682412272181,1.4145135457408975,0.011254695486320632,0.015095983944715227,-0.00768257691678919
2019-08-09,1.439,1.424,1.411,1.439,-0.006,-0.42,4227,603219.0,1.4180000000000006,1.4344999999999997,1.4241999999999995,1.4254962032820817,1.4152182775640554,0.010277925718026326,0.014132372257811178,-0.007708893079569703
2019-08-12,1.434,1.464,1.402,1.465,0.040,2.81,4296,616997.0,1.4258000000000008,1.4366999999999996,1.4260999999999995,1.4314198796684912,1.4188414091188772,0.012578470549613918,0.01382159190544709,-0.0024862427116663435
2019-08-13,1.464,1.464,1.412,1.472,0.000,0.00,5248,765511.0,1.4376000000000007,1.4371999999999998,1.4284999999999994,1.4364322168656303,1.4221947775164416,0.01423743934918864,0.01390476139649146,0.0006653559053943631
2019-08-14,1.473,1.467,1.465,1.492,0.003,0.20,6920,1026295.0,1.4498000000000006,1.438,1.4310499999999995,1.4411349614591291,1.4255212951373812,0.015613666321747877,0.014246542389091177,0.0027342478653133995
2019-08-15,1.445,1.495,1.444,1.495,0.028,1.91,8623,1271208.0,1.4628000000000008,1.4425000000000001,1.4361999999999995,1.4494219034773232,1.430678793817626,0.018743109659697277,0.01514585585910189,0.0071945076011907735
2019-08-16,1.495,1.515,1.488,1.520,0.020,1.34,9981,1506611.0,1.481000000000001,1.4495,1.4419499999999996,1.4595108548081226,1.4369370872061797,0.02257376760194285,0.016631438228668454,0.011884658746548794
2019-08-19,1.523,1.574,1.523,1.575,0.059,3.89,11122,1729863.0,1.5030000000000008,1.4644000000000001,1.4517499999999997,1.477124589254465,1.4471083724091107,0.030016216845354382,0.019308393982276174,0.021415645726156417
2019-08-20,1.576,1.570,1.563,1.589,-0.004,-0.25,9731,1528575.0,1.5242000000000009,1.4809000000000003,1.4604999999999997,1.4914131275765181,1.4562267931994666,0.03518633437705154,0.022483982089958433,0.02540470457418622
2019-08-21,1.561,1.585,1.553,1.595,0.015,0.96,7842,1235372.0,1.5478000000000005,1.4988000000000001,1.4688499999999998,1.5058111195383594,1.4657804282396498,0.04003069129870962,0.025993323957105796,0.028074734683207647
2019-08-22,1.581,1.570,1.558,1.581,-0.015,-0.95,6259,980143.0,1.5628000000000006,1.5128,1.4748499999999998,1.5156863386428128,1.4735115451873189,0.04217479345549391,0.029229617875520284,0.02589035115994725
2019-08-23,1.561,1.563,1.539,1.568,-0.007,-0.45,7603,1182536.0,1.5724000000000005,1.5267,1.4805999999999997,1.522965367661842,1.4801491824095534,0.042816185252288586,0.031946931363459684,0.021738507777657803
2019-08-26,1.553,1.547,1.539,1.555,-0.016,-1.02,3641,563526.0,1.5670000000000006,1.535,1.4858499999999997,1.5266630052092593,1.4851072245839216,0.04155578062533771,0.03386870122295611,0.0153741588047632
2019-08-27,1.557,1.591,1.555,1.592,0.044,2.84,8201,1296056.0,1.5712000000000004,1.5476999999999999,1.4924499999999998,1.5365610084918644,1.4929601234564913,0.04360088503537307,0.035815137991209285,0.015571494088327573
2019-08-28,1.593,1.600,1.584,1.602,0.009,0.57,5915,941330.0,1.5742000000000003,1.5609999999999997,1.4994999999999998,1.5463208567467528,1.5008974163414575,0.045423440405295334,0.037736798478583564,0.015373283853423542
2019-08-29,1.602,1.622,1.593,1.630,0.022,1.37,9592,1550832.0,1.5846000000000005,1.5736999999999999,1.5081,1.5579638053021974,1.5098767907757138,0.04808701452648356,0.03980684169209072,0.016560345668785684
2019-08-30,1.630,1.640,1.621,1.657,0.018,1.11,11364,1865261.0,1.6000000000000003,1.5861999999999998,1.51785,1.5705847614874993,1.5195243140767314,0.05106044741076787,0.04205756283924209,0.01800576914305156
2019-09-02,1.630,1.672,1.630,1.680,0.032,1.95,10278,1707562.0,1.6250000000000004,1.5959999999999999,1.5301999999999998,1.586187109174149,1.5308283207840847,0.05535878839006436,0.04471780795263654,0.02128196087485565
2019-09-03,1.692,1.715,1.691,1.719,0.043,2.57,13249,2262594.0,1.6498000000000004,1.6105,1.5456999999999996,1.6060044805402887,1.5444813043718189,0.061523176168469806,0.04807888159906792,0.02688858913880378
2019-09-04,1.718,1.739,1.716,1.751,0.024,1.40,16552,2867649.0,1.6776000000000006,1.6259000000000001,1.5623499999999997,1.6264653327865046,1.558900498427921,0.06756483435858351,0.05197607215399941,0.03117752440916821
2019-09-05,1.747,1.769,1.732,1.789,0.030,1.73,16649,2945478.0,1.7070000000000007,1.6458,1.5792999999999995,1.6483937459369615,1.5744738266575122,0.0739199192794493,0.056364841581817676,0.03511015539526324
2019-09-06,1.768,1.743,1.740,1.768,-0.026,-1.47,18723,3283949.0,1.7276000000000007,1.6637999999999997,1.5952499999999996,1.6629485558324812,1.5869649723188146,0.07598358351366663,0.06028858997013884,0.03138998708705558
2019-09-09,1.746,1.769,1.741,1.769,0.026,1.49,27465,4817984.0,1.7470000000000006,1.6859999999999995,1.6104999999999996,1.6792641641243695,1.6004567746387395,0.07880738948563004,0.06399234987471066,0.029630079221838773
2019-09-10,1.783,1.788,1.780,1.795,0.019,1.07,20777,3713172.0,1.7616000000000007,1.7056999999999995,1.6266999999999996,1.6959927555577374,1.6143562354474392,0.0816365201102982,0.06752118392295134,0.028230672374693733
2019-09-11,1.781,1.754,1.745,1.804,-0.034,-1.90,34200,6030602.0,1.7646000000000004,1.7210999999999994,1.6410499999999995,1.7049169475966028,1.6247052990076618,0.08021164858894103,0.07005927685679554,0.02030474346429098
2019-09-12,1.764,1.753,1.745,1.765,-0.001,-0.06,11601,2030311.0,1.7614000000000005,1.7341999999999995,1.6539499999999996,1.7123143406852097,1.6342129323128176,0.0781014083723921,0.07166770316024249,0.01286741042429923
2019-09-16,1.754,1.748,1.740,1.758,-0.005,-0.29,10655,1864198.0,1.7624000000000002,1.7449999999999997,1.6655999999999995,1.7178044423764582,1.642645153293073,0.0751592890833852,0.07236602034498482,0.005586537476800768
2019-09-17,1.745,1.701,1.693,1.745,-0.047,-2.69,17380,2981263.0,1.7488000000000004,1.7478999999999996,1.6719499999999996,1.7152191434464281,1.6469694198778861,0.06824972356854198,0.07154276098958892,-0.006586074842093892
2019-09-18,1.726,1.725,1.702,1.735,0.024,1.41,14373,2467032.0,1.7362000000000002,1.7488999999999997,1.6796999999999997,1.7167238906591853,1.6527515494585525,0.06397234120063278,0.07002867703163979,-0.012112671662014018
2019-09-19,1.723,1.744,1.723,1.745,0.019,1.10,16410,2850060.0,1.7342000000000002,1.7493999999999996,1.6876499999999997,1.7209202152927205,1.6595129532035513,0.061407262089169246,0.06830439404300181,-0.013794263907665139
2019-09-20,1.756,1.763,1.756,1.772,0.019,1.09,15969,2818222.0,1.7362000000000002,1.7488,1.6972999999999996,1.727394028480687,1.6671810327975343,0.06021299568315275,0.06668611437092399,-0.012946237375542485
2019-09-23,1.750,1.757,1.729,1.762,-0.006,-0.34,23362,4080168.0,1.7380000000000002,1.7502000000000002,1.7069999999999994,1.7319487934227291,1.673836196144152,0.058112597278577205,0.06497141095236306,-0.013717627347571704
2019-09-24,1.766,1.797,1.766,1.810,0.040,2.28,43883,7870772.0,1.7572000000000003,1.7530000000000006,1.7194999999999994,1.741956671530445,1.6829618614723838,0.05899481005806129,0.06377609077345164,-0.009562561430780714
2019-09-25,1.790,1.749,1.743,1.790,-0.048,-2.67,33909,5985122.0,1.7620000000000005,1.7491000000000003,1.7273999999999994,1.7430402605415882,1.6878547771542103,0.05518548338737794,0.062057969296178184,-0.013744971817600482
2019-09-26,1.758,1.695,1.690,1.758,-0.054,-3.09,29226,4995872.0,1.7522000000000006,1.7432000000000003,1.7321499999999994,1.735649451136156,1.6883841733108482,0.04726527782530776,0.05909943100192321,-0.023668306353230903
2019-09-27,1.709,1.705,1.697,1.714,0.010,0.59,10435,1779867.0,1.7406000000000006,1.7384,1.7362999999999993,1.7309341509120526,1.689615234506648,0.04131891640540464,0.05554332808254172,-0.028448823354274164
2019-09-30,1.704,1.679,1.678,1.710,-0.026,-1.52,14716,2478035.0,1.7250000000000008,1.7314999999999998,1.7382499999999994,1.7229442814702685,1.6888287675036593,0.03411551396660917,0.05125776525928021,-0.03428450258534209
2019-10-08,1.679,1.653,1.649,1.697,-0.026,-1.55,16282,2726630.0,1.6962000000000006,1.7266999999999997,1.7372999999999994,1.7121836227019667,1.68617430552662,0.026009317175346602,0.046208075642422804,-0.0403975169341524
2019-10-09,1.652,1.665,1.632,1.679,0.012,0.73,12832,2117289.0,1.6794000000000007,1.7206999999999995,1.7347999999999992,1.7049246037787522,1.6846055762318881,0.0203190275468641,0.041030266023253076,-0.041422476952777953
2019-10-10,1.668,1.722,1.668,1.728,0.057,3.42,25461,4330027.0,1.6848000000000005,1.7184999999999995,1.7339499999999994,1.7075515878268728,1.6873759623257276,0.020175625501145156,0.03685933791879412,-0.033367424835297935
2019-10-11,1.726,1.722,1.700,1.726,0.000,0.00,17131,2937822.0,1.6882000000000006,1.7144,1.7315999999999996,1.709774420478975,1.6899410734561406,0.019833347022834458,0.03345413973957779,-0.027241585433486662
2019-10-14,1.778,1.746,1.722,1.780,0.024,1.39,12489,2178381.0,1.7016000000000004,1.7132999999999996,1.7317499999999995,1.7153475865805237,1.6940941376113745,0.021253448969149158,0.031014001585478075,-0.019521105232657834
2019-10-15,1.750,1.720,1.719,1.750,-0.026,-1.49,9504,1643998.0,1.7150000000000005,1.7055999999999993,1.7292999999999996,1.716063342493537,1.6960133261778914,0.020050016315645625,0.028821204531501526,-0.017542376431711804
2019-10-16,1.720,1.704,1.698,1.722,-0.016,-0.93,16956,2897328.0,1.7228000000000008,1.7010999999999996,1.7250999999999999,1.7142074436432775,1.6966049989560177,0.0176024446872598,0.02657745256264495,-0.0179500157507703
2019-10-17,1.706,1.705,1.700,1.716,0.001,0.06,6922,1181112.0,1.719400000000001,1.7020999999999993,1.7226499999999998,1.7127909138487103,1.6972269163949352,0.015563997453775125,0.024374761540864518,-0.017621528174178787
2019-10-18,1.709,1.684,1.671,1.717,-0.021,-1.23,9457,1606947.0,1.7118000000000009,1.6999999999999993,1.7191999999999996,1.7083615424786553,1.6962470492412354,0.012114493237419977,0.02192270788016985,-0.019616429285499747
2019-10-21,1.677,1.665,1.655,1.677,-0.019,-1.13,12217,2035345.0,1.6956000000000007,1.6985999999999994,1.7150499999999997,1.7016905359323715,1.6939322439560154,0.007758291976356135,0.019089824699401785,-0.0226630654460913
2019-10-22,1.668,1.690,1.665,1.690,0.025,1.50,9914,1663643.0,1.6896000000000004,1.7022999999999997,1.7144999999999997,1.6998919919402422,1.6936409422677605,0.00625104967248169,0.016522069694013906,-0.02054204004306443
2019-10-23,1.695,1.672,1.670,1.695,-0.018,-1.07,9303,1566923.0,1.6832000000000005,1.7029999999999998,1.7118499999999994,1.6956009162520131,1.692037785383661,0.003563130868352138,0.013930281928878435,-0.020734302121052595
2019-10-24,1.682,1.678,1.660,1.682,0.006,0.36,9640,1610075.0,1.6778000000000002,1.6985999999999997,1.7085499999999993,1.6928930829797413,1.690997874878863,0.0018952081008782873,0.01152326716327609,-0.019256118124795607
2019-10-25,1.678,1.708,1.664,1.712,0.030,1.79,10065,1700730.0,1.6826000000000003,1.6971999999999994,1.7057999999999993,1.6952172240617644,1.6922573751588446,0.0029598489029198927,0.009810583511203534,-0.013701469216567282
2019-10-28,1.729,1.762,1.724,1.763,0.054,3.16,24239,4225603.0,1.7020000000000004,1.6987999999999996,1.7060499999999994,1.705491497290451,1.6974238130571428,0.008067684233308059,0.009462003655624223,-0.002788638844632329
2019-10-29,1.763,1.745,1.744,1.763,-0.017,-0.96,18997,3327950.0,1.7130000000000005,1.7012999999999998,1.7034499999999995,1.7115697284802496,1.7009481756218285,0.010621552858421035,0.0096939134961837,0.0018552787244746696
2019-10-30,1.735,1.774,1.731,1.785,0.029,1.66,23784,4196295.0,1.7334000000000003,1.7083,1.7046999999999994,1.7211743856421002,1.7063597070260719,0.014814678616028365,0.010718066520153035,0.00819322419175066
2019-10-31,1.776,1.779,1.761,1.796,0.005,0.28,20240,3615154.0,1.7536,1.7156999999999996,1.7088999999999994,1.730070634008746,1.71174073201165,0.018329901997095943,0.012240433615542095,0.012178936763107696
2019-11-01,1.763,1.794,1.763,1.797,0.015,0.84,15328,2738626.0,1.7708000000000002,1.7266999999999997,1.7133499999999995,1.7399059210879644,1.7178342864068545,0.022071634681109842,0.01420667382865614,0.015729921704907404
2019-11-04,1.796,1.823,1.796,1.829,0.029,1.62,26911,4894426.0,1.7830000000000001,1.7424999999999997,1.7205499999999994,1.7526896255399742,1.7256246651372735,0.027064960402700677,0.016778331143465566,0.020573258518470222
2019-11-05,1.820,1.845,1.812,1.848,0.022,1.21,20825,3814080.0,1.8030000000000002,1.7579999999999996,1.7301499999999994,1.7668912216145116,1.7344676250355815,0.032423596578930125,0.019907384230558982,0.025032424696742286
2019-11-06,1.849,1.819,1.808,1.868,-0.026,-1.41,30032,5503210.0,1.8119999999999998,1.7726999999999993,1.7378499999999995,1.7749079567525385,1.740729507007074,0.03417844974546447,0.02276159733354045,0.022833704823848035
2019-11-07,1.817,1.827,1.808,1.844,0.008,0.44,25546,4680192.0,1.8215999999999997,1.7875999999999994,1.7430999999999994,1.7829221172536687,1.747120126102435,0.035801991151233725,0.02536967609707937,0.02086463010830871
2019-11-08,1.838,1.828,1.823,1.849,0.001,0.05,18203,3342971.0,1.8283999999999996,1.7995999999999994,1.7483999999999995,1.789857176138833,1.7531114120825642,0.03674576405626895,0.027644893688917475,0.018201740734702945
2019-11-11,1.820,1.783,1.775,1.820,-0.045,-2.46,22743,4072796.0,1.8203999999999994,1.8016999999999996,1.7502499999999994,1.7888022259634846,1.755325444588792,0.033476781374692566,0.02881127122607257,0.009331020297239992
2019-11-12,1.783,1.782,1.766,1.789,-0.001,-0.06,12070,2146158.0,1.8077999999999992,1.8053999999999994,1.7533499999999997,1.7877557296612896,1.7573013896681384,0.03045433999315117,0.029139884979488308,0.002628910027325723
2019-11-13,1.782,1.825,1.772,1.833,0.043,2.41,18680,3381267.0,1.8089999999999988,1.8104999999999993,1.7593999999999999,1.7934856174062639,1.7623162239437018,0.03116939346256209,0.029545786676103077,0.0032472135729180243
2019-11-14,1.827,1.858,1.822,1.865,0.033,1.81,25335,4688543.0,1.815199999999999,1.8183999999999994,1.7670499999999998,1.8034109070368864,1.769404071240477,0.034006835796409396,0.030437996500164374,0.007137678592490045
2019-11-15,1.856,1.868,1.843,1.889,0.010,0.54,34089,6377645.0,1.8231999999999993,1.8257999999999992,1.7762499999999999,1.8133476905703652,1.776707626200784,0.03664006436958123,0.03167841007404778,0.009923308591066896
2019-11-18,1.860,1.862,1.849,1.876,-0.006,-0.32,26025,4843968.0,1.8389999999999993,1.829699999999999,1.7861,1.8208326612522887,1.7830257022307345,0.037806959021554176,0.03290411986354908,0.009805678316010188
2019-11-19,1.860,1.905,1.859,1.908,0.043,2.31,27124,5127236.0,1.8635999999999993,1.8356999999999992,1.7968500000000003,1.8337814825987362,1.7920609974936237,0.041720485105112504,0.0346673929118618,0.014106184386501408
